text,label
i feel like fake eyeglasses will make me look older and hell a little more authoritative too,0
i take it easy even when i feel well kind of what stasia has been saying,1
i am right after my make up done i usually don t wear foundation so i feel like i look fake in the pictures,0
i feel like ya allah im scared puff it was fun man then id an idea,4
i really didn t know what i was feeling my mind was blank i was confused and numb,0
i am much lighter now i feel extremely passionate about myself and my life yes me i do,2
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered,4
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,1
i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,0
i feel like the thing im most nervous about is having two kids,4
i am feeling i still should be caring and concerned,2
i havent written in awhile and it feels terrific to scribble stuff down in a notebook from time to time,1
i meet men who feel insecure about women,4
